"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"신부수업","2004-08-05",4255753000,0.6,4255753000,675521,675521,113,9931,"한국","기획시대(주)","코리아픽쳐스(주)","12세관람가","드라마","허인무","하지원"
"분신사바","2004-08-05",3828714000,0.6,3828714000,608479,608479,97,9877,"한국","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스","브에나비스타인터내셔널코리아","15세관람가","공포(호러)","안병기","김규리"
"얼굴 없는 미녀","2004-08-06",2228765000,0.3,2228765000,346015,346015,72,5594,"한국","(주)아이필름홀딩스","CJ ENM","18세관람가","스릴러","김인식","김혜수"
"망치","2004-08-06",214344500,0,214344500,36200,36200,32,1238,"한국","캐릭터플랜(주)","스폰지","전체관람가","애니메이션","안태근","김용준"
"바람의 파이터","2004-08-12",9158945500,1.3,9158945500,1442299,1442299,110,15895,"한국","아이비젼엔터테인먼트(주)","영화사청어람(주)","12세관람가","액션","양윤호","양동근"
"시실리 2km","2004-08-13",8049487000,1.2,8049487000,1263196,1263196,86,16919,"한국","한맥영화(주)","(주)쇼박스","15세관람가","코미디","신정원","권오중"
"알포인트","2004-08-20",6792339000,1,6792339000,1068087,1068087,100,15833,"한국","씨앤필름(주)","(주)시네마서비스","15세관람가","전쟁","공수창","감우성"
"쓰리 몬스터","2004-08-20",1161290500,0.2,1161290500,180377,180377,60,3970,"한국","(주)영화사봄","CJ ENM","18세관람가","공포(호러)","박찬욱","강혜정"
"가족","2004-09-03",8051239500,1.2,8051239500,1270581,1270581,104,25473,"한국","튜브픽쳐스(주)","(주)튜브엔터테인먼트","15세관람가","드라마","이정철","수애"
"돈 텔 파파","2004-09-03",3481025000,0.5,3481025000,558745,558745,81,10664,"한국","기획시대(주)","CJ ENM","15세관람가","코미디","이상훈","정웅인"
"도마 안중근","2004-09-10",128953000,0,128953000,20318,20318,59,1814,"한국","(주)소스원프로덕션","(주)소스원프로덕션","전체관람가","드라마","서세원","유오성"
"귀신이 산다","2004-09-17",11898748500,1.7,11898748500,1875936,1875936,174,27936,"한국","(주)시네마서비스","(주)시네마서비스","12세관람가","코미디","김상진","김응수"
"슈퍼스타 감사용","2004-09-17",4073017000,0.6,4073017000,627199,627199,128,15185,"한국","(주)싸이더스","CJ ENM","전체관람가","드라마","김종현","이범수"
"꽃피는 봄이 오면","2004-09-23",3201626000,0.5,3201626000,497689,497689,117,11734,"한국","(주)씨즈엔터테인먼트","영화사청어람(주)","12세관람가","드라마","류장하","최민식"
"우리 형","2004-10-08",11090682500,1.6,11090682500,1778607,1778607,211,29282,"한국","(주)진인사필름","CJ ENM","15세관람가","드라마","안권태","원빈"
"S 다이어리","2004-10-22",7024070500,1,7024070500,1098583,1098583,169,20150,"한국","(주)아이필름홀딩스","CJ ENM","15세관람가","코미디","권종관","공유"
"썸","2004-10-22",1488328000,0.2,1488328000,237763,237763,121,8366,"한국","씨앤필름(주)","(주)시네마서비스","15세관람가","스릴러","장윤현","고수"
"주홍글씨","2004-10-29",6648786000,1,6648786000,1030259,1030259,190,18777,"한국","(주)엘제이필름","(주)쇼박스","18세관람가","스릴러","변혁","성현아"
"주홍글씨","2004-10-29",314000,0,6649854000,130,1030623,1,6,"한국","(주)엘제이필름","(주)쇼박스","18세관람가","스릴러","변혁","성현아"
"내 머리 속의 지우개","2004-11-05",11919939500,1.7,11919939500,1885827,1885827,206,29532,"한국","(주)싸이더스","CJ ENM","12세관람가","멜로/로맨스","이재한","정우성"
"내 머리 속의 지우개","2004-11-05",113000,0,11936105600,18,1887868,1,2,"한국","(주)싸이더스","CJ ENM","12세관람가","멜로/로맨스","이재한","정우성"
"여선생 VS 여제자","2004-11-17",5265267506,0.8,5265267506,846683,846683,182,20960,"한국","(주)좋은영화","CJ ENM","15세관람가","코미디","장규성","김응수"
"DMZ, 비무장지대","2004-11-26",659079000,0.1,659079000,102233,102233,65,4649,"한국","이규형시네마(주)","영화사청어람(주)","18세관람가","드라마","이규형","김정훈"
"신암행어사","2004-11-26",251066500,0,251066500,41816,41816,66,2614,"한국","캐릭터플랜(주)","(주)시네마서비스","15세관람가","애니메이션","안태근","구자형"
"까불지마","2004-12-03",999160000,0.1,999160000,155308,155308,90,6418,"한국","제이유프로덕션(주)","영화사청어람(주)","15세관람가","드라마","오지명","오지명"
"발레 교습소","2004-12-03",531276500,0.1,531276500,87435,87435,83,3574,"한국","좋은영화","CJ ENM","15세관람가","드라마","변영주","윤계상"
"역도산","2004-12-15",6482309500,0.9,6482309500,1018369,1018369,223,17468,"한국","(주)싸이더스","CJ ENM","12세관람가","드라마","송해성","설경구"
"여고생 시집가기","2004-12-23",357352000,0.1,357352000,57943,57943,51,2136,"한국","(주)더존필름","무비즈엔터테인먼트㈜","15세관람가","코미디","오덕환","은지원"
"신석기 블루스","2004-12-30",1797632500,0.3,1797632500,282552,282552,99,7678,"한국","㈜팝콘필름","(주)쇼박스","15세관람가","코미디","김도혁","김현주"
"몽정기2","2005-01-14",5110555000,0.7,5110555000,813164,813164,147,15130,"한국","(주)엠케이픽처스","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","코미디","정초신","이지훈"
"키다리 아저씨","2005-01-14",2789824500,0.4,2789824500,440850,440850,121,11270,"한국","웰메이드엔터테인먼트","CJ ENM","12세관람가","드라마","공정식","하지원"
"말아톤","2005-01-27",26284943000,3.8,26284943000,4196840,4196840,238,59493,"한국","시네라인투(주)","(주)쇼박스","전체관람가","드라마","정윤철","조승우"
"공공의 적 2","2005-01-27",20091127000,2.9,20091127000,3134421,3134421,299,40642,"한국","(주)시네마서비스","(주)시네마서비스","15세관람가","드라마","강우석","설경구"
"B형 남자친구","2005-02-03",7324579000,1.1,7324579000,1174581,1174581,167,20316,"한국","(주)시네마제니스","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","코미디","최석원","이동건"
"그때 그 사람들","2005-02-03",5777895500,0.8,5777895500,890601,890601,140,16471,"한국","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","미스터리","임상수","한석규"
"그때 그 사람들","2005-02-03",5000,0,5777900500,1,890602,1,2,"한국","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","미스터리","임상수","한석규"
"파송송 계란탁","2005-02-18",6292855500,0.9,6292855500,1003026,1003026,155,21505,"한국","(주)굿플레이어","CJ ENM","15세관람가","코미디","오상훈","이인성"
"제니, 주노","2005-02-18",1283847500,0.2,1283847500,216516,216516,99,7606,"한국","(주)컬처캡미디어","쇼이스트(주)","15세관람가","드라마","김호준","김혜성"
"레드 아이","2005-02-18",1313457500,0.2,1313457500,210793,210793,86,7241,"한국","태창엔터테인먼트(주)","영화사청어람(주)","12세관람가","공포(호러)","김동빈","송일국"
"마파도","2005-03-10",16751202503,2.5,16751202503,2636857,2636857,178,49473,"한국","코리아 엔터테인먼트","CJ ENM","15세관람가","코미디","추창민","김수미"
"잠복근무","2005-03-17",9590415500,1.4,9590415500,1533175,1533175,214,32266,"한국","(주)마인엔터테인먼트 ","(주)쇼박스","15세관람가","코미디","박광춘","김원진"
"잠복근무","2005-03-17",248000,0,9590663500,50,1533225,1,11,"한국","(주)마인엔터테인먼트 ","(주)쇼박스","15세관람가","코미디","박광춘","김원진"
"가능한 변화들","2005-03-18",13703500,0,13703500,2011,2011,6,163,"한국","(주)무비넷","(주)무비넷","18세관람가","드라마","민병국","김유석"
"주먹이 운다(Crying Fist)","2005-04-01",9322812000,1.4,9322812000,1462972,1462972,249,32964,"한국","(주)브라보엔터테인먼트","쇼이스트(주)","15세관람가","드라마","류승완","최민식"
"달콤한 인생","2005-04-01",7230710500,1.1,7230710500,1112277,1112277,265,30655,"한국","(주)영화사봄","CJ ENM","18세관람가","액션","김지운","이병헌"
"달콤한 인생","2005-04-01",3178600,0,7233889100,457,1112734,1,9,"한국","(주)영화사봄","CJ ENM","18세관람가","액션","김지운","이병헌"
"엄마","2005-04-07",978382500,0.1,978382500,161780,161780,113,8844,"한국","필름뱅크(주)","영화사청어람(주)","전체관람가","드라마","구성주","고두심"
"역전의 명수","2005-04-15",3222783000,0.5,3222783000,510290,510290,178,17754,"한국","(주)태원엔터테인먼트","(주)시네마서비스","15세관람가","코미디","박흥식","정준호"
"나는 나를 파괴할 권리가 있다","2005-04-15",7809000,0,7809000,1201,1201,17,340,"한국","(주)동녘필름","무비즈엔터테인먼트㈜","15세관람가","드라마","전수일","추상미"
"나는 나를 파괴할 권리가 있다","2005-04-15",267000,0,8076000,56,1257,1,12,"한국","(주)동녘필름","무비즈엔터테인먼트㈜","15세관람가","드라마","전수일","추상미"
"댄서의 순정","2005-04-28",11674131000,1.7,11674131000,1856759,1856759,240,36482,"한국","(주)컬처캡미디어","쇼이스트(주)","12세관람가","드라마","박영훈","박건형"
"혈의 누","2005-05-04",12367486506,1.8,12367486506,1926592,1926592,264,35167,"한국","(주)싸이더스","(주)시네마서비스","18세관람가","스릴러","김대승","차승원"
"활","2005-05-12",9480500,0,9480500,1382,1382,1,101,"한국","(주)김기덕 필름","(주)김기덕 필름","15세관람가","드라마","김기덕","서지석"
"남극일기","2005-05-19",5478113500,0.8,5478113500,871235,871235,244,18655,"한국","(주)미로비젼","(주)쇼박스","15세관람가","스릴러","임필성","박희순"
"연애술사","2005-05-20",6383653500,0.9,6383653500,1014372,1014372,155,23610,"한국","㈜필름지","CJ ENM","15세관람가","멜로/로맨스","천세환","연정훈"
"프락치","2005-05-20",2649500,0,2649500,372,372,2,52,"한국","씨네굿","CJ ENM","15세관람가","드라마","황철민","양영조"
"안녕, 형아","2005-05-27",5614875500,0.8,5614875500,924019,924019,158,24235,"한국","(주)명필름","(주)시네마서비스","전체관람가","드라마","임태형","박원상"
"태풍태양","2005-06-02",304763000,0,304763000,47908,47908,101,3835,"한국","필름매니아(주)","쇼이스트(주)","12세관람가","드라마","정재은","김강우"
"태풍태양","2005-06-02",121500,0,304884500,27,47935,1,1,"한국","필름매니아(주)","쇼이스트(주)","12세관람가","드라마","정재은","김강우"
"간 큰 가족","2005-06-09",8212961893,1.2,8212961893,1305518,1305518,247,31517,"한국","(주)두사부필름","(주)쇼박스","12세관람가","코미디","조명남","감우성"
"연애의 목적","2005-06-10",9846423390,1.4,9846423390,1524898,1524898,243,29871,"한국","(주)싸이더스","CJ ENM","18세관람가","드라마","한재림","강혜정"
"분홍신","2005-06-30",6768135000,1,6768135000,1072940,1072940,182,22227,"한국","청년필름(주)","(주)쇼박스","15세관람가","공포(호러)","김용균","김혜수"
"천군","2005-07-15",5852391000,0.9,5852391000,933147,933147,186,18850,"한국","(주)싸이더스","(주)쇼박스","15세관람가","액션","민준기","박중훈"
"여고괴담 4 : 목소리","2005-07-15",2474641500,0.4,2474641500,397327,397327,167,12931,"한국","(주)씨네이천","(주)시네마서비스","15세관람가","공포(호러)","최익환","김옥빈"
"목두기 비디오","2005-07-15",6735500,0,6735500,984,984,1,75,"한국","티엠오이엔터테인먼트","(주)동숭아트센터","12세관람가","미스터리","윤준형","양아람"
"여고괴담 4 : 목소리","2005-07-15",0,0,2474641500,0,397327,1,1,"한국","(주)씨네이천","(주)시네마서비스","15세관람가","공포(호러)","최익환","김옥빈"
"그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습","2005-07-28",120106500,0,120106500,21177,21177,53,1318,"한국","지엔지엔터테인먼트","(주)스폰지이엔티","전체관람가","액션","김준","손원일"
"친절한 금자씨","2005-07-29",20483051393,3,20483051393,3119682,3119682,386,41438,"한국","(주)모호필름","CJ ENM","18세관람가","스릴러","박찬욱","이영애"
"친절한 금자씨","2005-07-29",11808000,0,20503781593,1272,3122056,11,108,"한국","(주)모호필름","CJ ENM","18세관람가","스릴러","박찬욱","이영애"
"웰컴 투 동막골","2005-08-04",40328508500,5.9,40328508500,6436508,6436508,356,72108,"한국","필름있수다","(주)쇼박스","12세관람가","전쟁","박광현","신하균"
"박수칠 때 떠나라","2005-08-11",13181626500,1.9,13181626500,2073641,2073641,237,32149,"한국","(주)어나더썬데이","(주)시네마서비스","15세관람가","드라마","장진","차승원"
"왕후 심청","2005-08-11",418627000,0.1,418627000,71223,71223,57,2015,"한국","코아필름서울(주)","(주)영화사한결","전체관람가","애니메이션","넬슨 신","강희선"
"왕후 심청","2005-08-11",117000,0,418744000,52,71275,1,1,"한국","코아필름서울(주)","(주)영화사한결","전체관람가","애니메이션","넬슨 신","강희선"
"왕후 심청","2005-08-11",564000,0,425763000,94,72702,1,1,"한국","코아필름서울(주)","(주)영화사한결","전체관람가","애니메이션","넬슨 신","강희선"
"가발","2005-08-12",2816190000,0.4,2816190000,448161,448161,145,10156,"한국","코리아 엔터테인먼트","CJ ENM","15세관람가","공포(호러)","원신연","방중현"
"이대로, 죽을 순 없다(Short Time)","2005-08-18",4266661500,0.6,4266661500,679352,679352,164,16389,"한국","(주)매쉬필름","쇼이스트(주)","12세관람가","코미디","이영은","이범수"
"첼로-홍미주 일가 살인사건","2005-08-18",985067500,0.1,985067500,158318,158318,124,6573,"한국","탁함 필름","(주)튜브엔터테인먼트","15세관람가","공포(호러)","이우철","성현아"
"바리바리 짱","2005-08-19",56822500,0,56822500,9750,9750,44,695,"한국","나눔엔터테인먼트","CJ ENM","12세관람가","코미디","남기남","김시덕"
"초승달과 밤배","2005-08-25",21177000,0,21177000,3518,3518,6,300,"한국","(주)신씨네","엔넷커뮤니케이션(주)","전체관람가","드라마","장길수","김애경"
"가문의 위기(가문의 영광2)","2005-09-07",28622355500,4.2,28622355500,4529876,4529876,351,61009,"한국","(주)태원엔터테인먼트","(주)쇼박스","15세관람가","코미디","정용기","신현준"
"외출","2005-09-07",4376240500,0.6,4376240500,678786,678786,244,21684,"한국","블루스톰(주)","쇼이스트(주)","18세관람가","멜로/로맨스","허진호","배용준"
"형사 Duelist","2005-09-08",5840528000,0.9,5840528000,920947,920947,292,22217,"한국","웰메이드엔터테인먼트","코리아픽쳐스(주)","12세관람가","멜로/로맨스","이명세","강동원"
"형사 Duelist","2005-09-08",6686000,0,5847214000,1236,922183,1,20,"한국","웰메이드엔터테인먼트","코리아픽쳐스(주)","12세관람가","멜로/로맨스","이명세","강동원"
"종려나무 숲","2005-09-15",88488000,0,88488000,14323,14323,30,1156,"한국","(주)영화사참","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","드라마","유상욱","김민종"
"동백꽃","2005-09-16",4748500,0,4748500,743,743,4,87,"한국","딴생각","㈜인디스토리","18세관람가","드라마","최진성","김왕근"
"빛나는 거짓","2005-09-16",1701000,0,1701000,251,251,1,51,"한국","빛나는영화사","㈜인디스토리","15세이상관람가","드라마","채기","옥지영"
"동백꽃","2005-09-16",333000,0,5081500,67,810,1,17,"한국","딴생각","㈜인디스토리","18세관람가","드라마","최진성","김왕근"
"빛나는 거짓","2005-09-16",223000,0,1924000,45,296,1,15,"한국","빛나는영화사","㈜인디스토리","15세이상관람가","드라마","채기","옥지영"
"동백꽃","2005-09-16",24000,0,5201500,3,827,1,2,"한국","딴생각","㈜인디스토리","18세관람가","드라마","최진성","김왕근"
"너는 내 운명","2005-09-23",17653752500,2.6,17653752500,2701230,2701230,306,46667,"한국","(주)영화사봄","CJ ENM","18세관람가","멜로/로맨스","박진표","전도연"
"한길수","2005-09-23",15238000,0,15238000,2534,2534,27,499,"한국","㈜트라이엄프픽쳐스","미디어라인코리아","12세관람가","범죄","이인수","안재모"
"너는 내 운명","2005-09-23",70000,0,17653822500,14,2701244,1,7,"한국","(주)영화사봄","CJ ENM","18세관람가","멜로/로맨스","박진표","전도연"
"강력 3반","2005-09-29",5053205500,0.7,5053205500,828112,828112,174,19950,"한국","(주)씨네넷","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","액션","손희창","김민준"
"사랑니","2005-09-29",867603000,0.1,867603000,135505,135505,144,6878,"한국","(주)시네마서비스","(주)시네마서비스","15세관람가","멜로/로맨스","정지우","김정은"
"사랑니","2005-09-29",290000,0,867893000,58,135563,1,9,"한국","(주)시네마서비스","(주)시네마서비스","15세관람가","멜로/로맨스","정지우","김정은"
"강력 3반","2005-09-29",0,0,5053205500,0,828112,1,1,"한국","(주)씨네넷","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","액션","손희창","김민준"
"미스터 주부퀴즈왕","2005-09-30",2106892000,0.3,2106892000,337772,337772,180,11295,"한국","폴스타엔터테인먼트","(주)쇼박스","12세관람가","코미디","유선동","공형진"
"내 생애 가장 아름다운 일주일","2005-10-07",14710541000,2.2,14710541000,2290709,2290709,296,41056,"한국","(주)두사부필름","CJ ENM","15세관람가","멜로/로맨스","민규동","황정민"
"내 생애 가장 아름다운 일주일","2005-10-07",0,0,14710541000,0,2290709,1,2,"한국","(주)두사부필름","CJ ENM","15세관람가","멜로/로맨스","민규동","황정민"
"새드무비","2005-10-20",5628200500,0.8,5628200500,902077,902077,262,21670,"한국","(주)아이필름홀딩스","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","드라마","권종관","신민아"
"새드무비","2005-10-20",0,0,5628200500,0,902077,1,2,"한국","(주)아이필름홀딩스","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","드라마","권종관","신민아"
"야수와 미녀","2005-10-27",8378297000,1.2,8378297000,1339833,1339833,202,29101,"한국","시오필름(주)","(주)쇼박스","12세관람가","코미디","이계벽","류승범"
"오로라 공주","2005-10-27",5365343000,0.8,5365343000,830538,830538,185,20738,"한국","(주)이스트필름","(주)시네마서비스","18세관람가","범죄","방은진","엄정화"
"야수와 미녀","2005-10-27",0,0,8378297000,0,1339833,1,7,"한국","시오필름(주)","(주)쇼박스","12세관람가","코미디","이계벽","류승범"
"사랑해, 말순씨","2005-11-03",2191787000,0.3,2191787000,349118,349118,170,12364,"한국","블루스톰(주)","쇼이스트(주)","12세관람가","드라마","박흥식","김동영"
"미스터 소크라테스","2005-11-10",6765653000,1,6765653000,1066103,1066103,205,22921,"한국","㈜커리지필름","롯데쇼핑㈜롯데엔터테인먼트","18세관람가","액션","최진원","김래원"
"미스터 소크라테스","2005-11-10",0,0,6765653000,0,1066103,1,4,"한국","㈜커리지필름","롯데쇼핑㈜롯데엔터테인먼트","18세관람가","액션","최진원","김래원"
"소년, 천국에 가다","2005-11-11",1258000500,0.2,1258000500,207189,207189,193,7884,"한국","(주)싸이더스","(주)쇼박스","12세관람가","드라마","윤태용","염정아"
"러브토크","2005-11-11",90831000,0,90831000,13875,13875,42,1338,"한국","(주)엘제이필름","CJ ENM","18세관람가","멜로/로맨스","이윤기","김지수"
"러브토크","2005-11-11",1998500,0,92829500,445,14320,1,14,"한국","(주)엘제이필름","CJ ENM","18세관람가","멜로/로맨스","이윤기","김지수"
"소년, 천국에 가다","2005-11-11",0,0,1258000500,0,207189,1,5,"한국","(주)싸이더스","(주)쇼박스","12세관람가","드라마","윤태용","염정아"
"무영검","2005-11-18",3306109500,0.5,3306109500,519721,519721,264,18140,"한국","(주)태원엔터테인먼트","CJ ENM","12세관람가","액션","김영준","신현준"
"용서받지 못한 자","2005-11-18",68609500,0,68609500,10294,10294,15,590,"한국","에이앤디픽쳐스","영화사청어람(주)","15세관람가","드라마","윤종빈","서장원"
"용서받지 못한 자","2005-11-18",1947500,0,70557000,406,10700,1,23,"한국","에이앤디픽쳐스","영화사청어람(주)","15세관람가","드라마","윤종빈","서장원"
"무영검","2005-11-18",5000,0,3306114500,1,519722,1,3,"한국","(주)태원엔터테인먼트","CJ ENM","12세관람가","액션","김영준","신현준"
"용서받지 못한 자","2005-11-18",0,0,71011000,0,10790,1,1,"한국","에이앤디픽쳐스","영화사청어람(주)","15세관람가","드라마","윤종빈","서장원"
"광식이 동생 광태","2005-11-23",12808604009,1.9,12808604009,2024424,2024424,276,35674,"한국","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","코미디","김현석","김주혁"
"나의 결혼원정기","2005-11-23",3860195500,0.6,3860195500,632553,632553,237,17814,"한국","튜브픽쳐스(주)","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","드라마","황병국","정재영"
"광식이 동생 광태","2005-11-23",2661000,0,12811265009,394,2024818,1,95,"한국","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","코미디","김현석","김주혁"
"나의 결혼원정기","2005-11-23",0,0,3860195500,0,632553,1,7,"한국","튜브픽쳐스(주)","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","드라마","황병국","정재영"
"6월의 일기","2005-12-01",3645962000,0.5,3645962000,593867,593867,169,15245,"한국","(주)필름앤픽쳐스","(주)쇼박스","15세관람가","드라마","임경수","신은경"
"6월의 일기","2005-12-01",0,0,3645962000,0,593867,1,4,"한국","(주)필름앤픽쳐스","(주)쇼박스","15세관람가","드라마","임경수","신은경"
"애인","2005-12-08",625824000,0.1,625824000,98639,98639,114,5289,"한국","기획시대(주)","(주)쇼박스","18세관람가","멜로/로맨스","김태은","성현아"
"애인","2005-12-08",0,0,625824000,0,98639,1,1,"한국","기획시대(주)","(주)쇼박스","18세관람가","멜로/로맨스","김태은","성현아"
"연애","2005-12-09",109587000,0,109587000,16665,16665,33,1125,"한국","(주)필름나루","CJ ENM","18세관람가","드라마","오석근","김지숙"
"태풍","2005-12-14",19372557600,2.8,19372557600,3035086,3035086,481,36678,"한국","CJ ENM","CJ ENM","15세관람가","드라마","곽경택","김혜정"
